cluster_id,tier,capsule_id,capsule_path,line_no,section,risk,discipline,category,resolved,text
37744282094e9b9f,A,capsule:eism:risco_de_suicidio,capsules/EISM/risco_de_suicidio.md,32,palavras-ancora,high,EISM,janela_temporal,False,4 Ds (Depressão–Desesperança–Desamparo–Desespero); fator de risco modificável x não modificável; notificação compulsória em 24h; internação involuntária; ideação/plano/método/acesso ao meio.
37744282094e9b9f,A,capsule:eism:risco_de_suicidio,capsules/EISM/risco_de_suicidio.md,74,conduta,high,EISM,janela_temporal,False,- Condição da conduta: tratar a comorbidade psiquiátrica de base (ex.: depressão + alcoolismo); notificar compulsoriamente toda tentativa em até 24h.
37744282094e9b9f,A,capsule:eism:risco_de_suicidio,capsules/EISM/risco_de_suicidio.md,92,cards minimos,high,EISM,janela_temporal,False,| Prazo de notificação compulsória de tentativa | Até 24h (âmbito municipal) | dado |
37744282094e9b9f,A,capsule:eism:risco_de_suicidio,capsules/EISM/risco_de_suicidio.md,73,conduta,high,EISM,janela_temporal,False,"- Definitiva: conforme o estrato — baixo: acolhimento/vínculo/identificar TM; médio: reforçar fatores de proteção + tratar o TM; alto: não deixar sozinho, retirar acesso a meios letais, permanência em leito/observação, considerar internação (voluntária primeiro; involuntária só se esgotada). - Condição da conduta: tratar a comorbidade psiquiátrica de base (ex.: depressão + alcoolismo); notificar compulsoriamente toda tentativa em até 24h."
37744282094e9b9f,A,capsule:osce:osce_neurologia,capsules/OSCE/osce_neurologia.md,57,dados de precisao,high,OSCE,janela_temporal,False,"| Trombectomia mecânica | até 6h por avaliação clínico-radiológica simples (TC/RM + angio, sobretudo se oclusão de artéria cerebral média); de 6-24h com técnicas avançadas de neuroimagem (estudos DAWN e DEFUSE-3) para calcular volume de isquemia | `FACILITA OSCE (1).pdf`, p.9 | CONFIRMADO |"
fab6e88e79d3d9cc,A,capsule:eisa_ii:demencias,capsules/EISA_II/demencias.md,83,conduta,medium,EISA_II,cutoff_escore_estadiamento,False,"- Inicial: anamnese + exame cognitivo (minimental, teste do relógio, fluência verbal) + rastreio laboratorial obrigatório (hemograma, glicemia, eletrólitos, função hepática/renal, TSH, VDRL/HIV, B12) + neuroimagem (TC ou RM). - Definitiva: tratar causa reversível se identificada; se degenerativa — anticolinesterásico (donepezila/rivastigmina/galantamina) ± memantina conforme estágio; medicar sintomas neuropsiquiátricos associados com cautela (evitar anticolinérgicos/tricíclicos, que pioram cognição)."
fab6e88e79d3d9cc,A,capsule:eisa_ii:doencas_oculares_em_endocrinologia_oftalmopatia_de_graves_e_retinopatia_diabetica,capsules/EISA_II/doencas_oculares_em_endocrinologia_oftalmopatia_de_graves_e_retinopatia_diabetica.md,101,conduta,high,EISA_II,cutoff_escore_estadiamento,False,- Inicial (retinopatia diabética): rastreio conforme tipo de DM (DM1: 5 anos pós-diagnóstico; DM2: no diagnóstico); todo diabético >12 anos deve ter acuidade visual e fundoscopia.
fab6e88e79d3d9cc,A,capsule:eisa_ii:doencas_oculares_em_endocrinologia_oftalmopatia_de_graves_e_retinopatia_diabetica,capsules/EISA_II/doencas_oculares_em_endocrinologia_oftalmopatia_de_graves_e_retinopatia_diabetica.md,100,conduta,high,EISA_II,cutoff_escore_estadiamento,False,"- Definitiva (Graves): retração palpebral → expectante/cirurgia local (mullerectomia, ressecção de retratores, toxina botulínica); proptose com exposição corneana → corticoide sistêmico + radioterapia ± descompressão; miopatia restritiva com diplopia em posição primária/leitura → cirurgia ou toxina botulínica; **neuropatia óptica compressiva → metilprednisolona EV + descompressão cirúrgica de urgência**. - Inicial (retinopatia diabética): rastreio conforme tipo de DM (DM1: 5 anos pós-diagnóstico; DM2: no diagnóstico); todo diabético >12 anos deve ter acuidade visual e fundoscopia."
fab6e88e79d3d9cc,A,capsule:eisa_ii:traumatismo_cranioencefalico,capsules/EISA_II/traumatismo_cranioencefalico.md,52,dados de precisao,high,EISA_II,cutoff_escore_estadiamento,False,| Hematoma extradural — conduta conservadora | Espessura < 1 cm + paciente oligossintomático | TRAUMATISMO_CRANIO_ENCEFALICO pptx p.12 | CONFIRMADO |
fab6e88e79d3d9cc,A,capsule:eisca:anemia_ferropriva,capsules/EISCA/anemia_ferropriva.md,50,dados de precisao,high,EISCA,cutoff_escore_estadiamento,False,"| Ferritina — depleção em <5 anos | < 12 μg/L | Consenso Anemia Ferropriva SBP, p.4 | CONFIRMADO |"
fab6e88e79d3d9cc,A,capsule:eisca:bronquiolite_viral_aguda,capsules/EISCA/bronquiolite_viral_aguda.md,30,conceito operacional minimo,high,EISCA,cutoff_escore_estadiamento,False,"primeiro episódio de sibilância em lactente <12 meses, majoritariamente por"
fab6e88e79d3d9cc,A,capsule:eisca:bronquiolite_viral_aguda,capsules/EISCA/bronquiolite_viral_aguda.md,67,dados de precisao,high,EISCA,cutoff_escore_estadiamento,False,"| Definição etária de BVA | primeiro episódio de sibilância em lactente <12 meses | BVA-Tratado cap. 2, Introdução | CONFIRMADO |"
fab6e88e79d3d9cc,A,capsule:eisca:bronquiolite_viral_aguda,capsules/EISCA/bronquiolite_viral_aguda.md,29,conceito operacional minimo,high,EISCA,cutoff_escore_estadiamento,False,"BVA é doença inflamatória aguda de pequenas vias aéreas, geralmente pelo primeiro episódio de sibilância em lactente <12 meses, majoritariamente por"
fab6e88e79d3d9cc,A,capsule:eisca:cardiopatias_congenitas,capsules/EISCA/cardiopatias_congenitas.md,104,cards minimos,high,EISCA,cutoff_escore_estadiamento,False,| ECG de rotina como rastreio | NÃO indicado; ECG indicado se alteração ao exame ou liberação para esporte competitivo (>12 anos) | regra |
fab6e88e79d3d9cc,A,capsule:eisca:convulsao_febril,capsules/EISCA/convulsao_febril.md,58,dados de precisao,high,EISCA,cutoff_escore_estadiamento,False,| Contraindicações de punção lombar | Glasgow <12; sinais de choque séptico; suspeita de meningococcemia com sinais hemorrágicos; sinais de HIC; distúrbios de coagulação | p.4 | CONFIRMADO |
fab6e88e79d3d9cc,A,capsule:eisca:convulsao_febril,capsules/EISCA/convulsao_febril.md,112,cards minimos,high,EISCA,cutoff_escore_estadiamento,False,"| Contraindicações de PL | Glasgow<12, choque séptico, sinais de HIC, coagulopatia, meningococcemia hemorrágica | dado |"
fab6e88e79d3d9cc,A,capsule:eisca:crescimento_e_desenvolvimento,capsules/EISCA/crescimento_e_desenvolvimento.md,28,pivo clinico,medium,EISCA,cutoff_escore_estadiamento,False,"O que decide ""normal"" ou ""alterado"" na curva de crescimento é o **escore Z entre -2 e +2** (não -3/+3, que já é a faixa de gravidade) — esse é o limiar que a prova mais testa. Para o desenvolvimento, o pivô é a **falha em atingir o marco esperado para a idade** (não a ""impressão geral"" de atraso) associada a sinal de alarme específico daquela idade (3, 6, 9 ou 12 meses) — presença de sinal de alarme antecipa a consulta seguinte; persistência por mais de 2 consultas indica encaminhamento a especialista."
fab6e88e79d3d9cc,A,capsule:eisca:hemoglobinopatias_talassemias_doenca_falciforme,capsules/EISCA/hemoglobinopatias_talassemias_doenca_falciforme.md,48,dados de precisao,high,EISCA,cutoff_escore_estadiamento,False,"| Talassemia maior — idade ao diagnóstico | < 2 anos (clínico: 6-12 meses) | Hemoglobinopatias (Tratado), p.9 (Tabela 2) | CONFIRMADO |"
fab6e88e79d3d9cc,A,capsule:eism:transtorno_bipolar_e_estabilizadores_do_humor,capsules/EISM/transtorno_bipolar_e_estabilizadores_do_humor.md,81,dados de precisao,high,EISM,cutoff_escore_estadiamento,True,| Ciclagem rápida | ≥4 episódios de humor patológico em 12 meses (intervalo de 2 meses entre eles) | A (slide) | CONFIRMADO |
e3ab1b01eed0ab1c,A,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,32,palavras-ancora,high,CASOS_CLINICOS,cutoff_escore_estadiamento,False,"Aguda <2 sem; persistente 2-4 sem; crônica >4 sem; secretora (cessa? não, com jejum); osmótica (cessa com jejum); esteatorreica (fezes gordurosas, má absorção lipídica); inflamatória (sangue/muco, calprotectina); distúrbio de motilidade (trânsito rápido); anticorpo negativo não exclui doença celíaca; EDA+biópsia duodenal confirma; sinais de alarme = idade>50, sangue, dor noturna, perda de peso, febre, anemia, PCR/calprotectina altas, história familiar."
e3ab1b01eed0ab1c,A,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,58,dados de precisao,high,CASOS_CLINICOS,cutoff_escore_estadiamento,False,| Sinais de alarme em diarreia crônica | idade de início >50 anos; sangramento retal/melena; dor noturna ou que acorda o paciente; dor abdominal progressiva; perda de peso inexplicável/febre; anemia ferropriva; PCR ou calprotectina fecal elevadas; história familiar de DII ou câncer colorretal | Casos_Clinicos_P7_1 p.6 | CONFIRMADO |
e3ab1b01eed0ab1c,A,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,105,cards minimos,high,CASOS_CLINICOS,cutoff_escore_estadiamento,False,"| Sinais de alarme em diarreia crônica | idade>50, sangue, dor noturna, perda de peso/febre, anemia, PCR/calprotectina alta, hist. familiar DII/CCR | pegadinha |"
e3ab1b01eed0ab1c,A,capsule:casos_clinicos:cefaleias_classificacao_sinais_alarme,capsules/CASOS_CLINICOS/cefaleias_classificacao_sinais_alarme.md,28,pivo clinico,high,CASOS_CLINICOS,cutoff_escore_estadiamento,False,"O pivô não é a intensidade da dor (mesmo dor ""leve"" pode ser secundária grave, e dor ""excruciante"" pode ser cefaleia em salvas benigna) — é a presença de QUALQUER elemento do SNOOP4 (Sistêmico, Neurológico focal/papiledema/convulsão, Older>50a, Onset súbito/primeira crise, Pattern mudou) ou dos sinais de trovoada. Um segundo pivô: cefaleia thunderclap com TC de crânio normal NÃO encerra a investigação de HSA — punção lombar é obrigatória enquanto a suspeita clínica permanece alta (o líquor xantocrômico pode ser o único achado positivo, como no caso-fonte)."
e3ab1b01eed0ab1c,A,capsule:casos_clinicos:cefaleias_classificacao_sinais_alarme,capsules/CASOS_CLINICOS/cefaleias_classificacao_sinais_alarme.md,83,conduta,high,CASOS_CLINICOS,cutoff_escore_estadiamento,False,"- Diferencial perigoso: HSA, meningite, tumor cerebral, arterite temporal (>50a com amaurose/claudicação mandibular), hipertensão intracraniana, glaucoma agudo (dor ocular unilateral) — todos mimetizam cefaleia primária na apresentação inicial."
e3ab1b01eed0ab1c,A,capsule:casos_clinicos:cefaleias_classificacao_sinais_alarme,capsules/CASOS_CLINICOS/cefaleias_classificacao_sinais_alarme.md,98,cards minimos,high,CASOS_CLINICOS,cutoff_escore_estadiamento,False,"| Mnemônico de sinais de alarme em cefaleia | SNOOP4 (Sistêmico, Neurológico, Older>50, Onset súbito, Pattern mudou +4Ps) | dado |"
e3ab1b01eed0ab1c,A,capsule:casos_clinicos:cefaleias_classificacao_sinais_alarme,capsules/CASOS_CLINICOS/cefaleias_classificacao_sinais_alarme.md,108,revisao,high,CASOS_CLINICOS,cutoff_escore_estadiamento,False,"- Revisar quando: antes de qualquer vinheta de cefaleia com dor ""intensa/súbita"" ou com fator de risco silencioso na história (sinusopatia, TCE, neoplasia, idade>50)."
e3ab1b01eed0ab1c,A,capsule:casos_clinicos:cefaleias_classificacao_sinais_alarme,capsules/CASOS_CLINICOS/cefaleias_classificacao_sinais_alarme.md,82,conduta,high,CASOS_CLINICOS,cutoff_escore_estadiamento,False,"- Condição da conduta: cefaleia thunderclap trata-se como HSA até investigação completa (TC + LCR se necessário) excluir; se tudo normal, reclassificar como cefaleia em trovoada primária. - Diferencial perigoso: HSA, meningite, tumor cerebral, arterite temporal (>50a com amaurose/claudicação mandibular), hipertensão intracraniana, glaucoma agudo (dor ocular unilateral) — todos mimetizam cefaleia primária na apresentação inicial."
e3ab1b01eed0ab1c,A,capsule:eisa_ii:cefaleias_primarias_e_secundarias,capsules/EISA_II/cefaleias_primarias_e_secundarias.md,97,conduta,high,EISA_II,cutoff_escore_estadiamento,False,"- Condição da conduta: grupo 4 muda a exigência de investigação mesmo sendo ""primário"" pelo nome; frequência de uso de analgésico muda o diagnóstico para abuso de medicação; idade >50 anos com cefaleia nova aciona investigação de arterite temporal."
e3ab1b01eed0ab1c,A,capsule:eisa_ii:hiperaldosteronismo_primario_feocromocitoma,capsules/EISA_II/hiperaldosteronismo_primario_feocromocitoma.md,119,cards minimos,high,EISA_II,cutoff_escore_estadiamento,False,| RAR: valor patognomônico | >50 | valor |
e3ab1b01eed0ab1c,A,capsule:eisa_ii:hiperplasia_prostatica_benigna_clinica_e_tratamento,capsules/EISA_II/hiperplasia_prostatica_benigna_clinica_e_tratamento.md,121,revisao,high,EISA_II,cutoff_escore_estadiamento,False,"- Revisar quando: antes de qualquer vinheta de STUB em homem >50 anos, hematúria masculina, ou pedido de indicação cirúrgica de HPB."
e3ab1b01eed0ab1c,A,capsule:eisca:cardiopatias_congenitas,capsules/EISCA/cardiopatias_congenitas.md,85,conduta,high,EISCA,cutoff_escore_estadiamento,False,"- O que mudaria a decisão: história familiar de morte súbita antes dos 50 anos, síncope associada a esforço físico ou dor torácica, e alterações genéticas com maior risco cardiológico mudam o limiar de investigação de ""eletivo"" para ""encaminhar sempre""."
e3ab1b01eed0ab1c,A,capsule:eisca:cardiopatias_congenitas,capsules/EISCA/cardiopatias_congenitas.md,84,conduta,high,EISCA,cutoff_escore_estadiamento,False,"- Diferencial perigoso: cianose central pode ter diagnóstico diferencial pulmonar — necessário afastar causa respiratória antes de assumir origem cardíaca; dor precordial raramente é cardíaca na criança, mas pode ser estenose/dissecção aórtica (síndrome de Marfan) ou arritmia (taquicardia supraventricular/ventricular). - O que mudaria a decisão: história familiar de morte súbita antes dos 50 anos, síncope associada a esforço físico ou dor torácica, e alterações genéticas com maior risco cardiológico mudam o limiar de investigação de ""eletivo"" para ""encaminhar sempre""."
47ddef41239b1d12,A,capsule:eisa_ii:doencas_neuromusculares,capsules/EISA_II/doencas_neuromusculares.md,24,conceito operacional minimo,high,EISA_II,cutoff_escore_estadiamento,False,"""Doenças neuromusculares"" cobre >40 patologias que afetam o circuito nervo→fenda sináptica→músculo: neuropatias (nervo — ex.: neuropatia diabética, Guillain-Barré, ELA/ELP), miastenias (fenda — miastenia gravis) e miopatias (músculo — distrofia de Duchenne, neuromiopatia do doente crítico). O nível anatômico acometido é reconhecido pelo padrão de reflexos e pela distribuição/evolução da fraqueza, não pela ""fraqueza"" isoladamente."
47ddef41239b1d12,A,capsule:eisa_ii:doencas_neuromusculares,capsules/EISA_II/doencas_neuromusculares.md,49,dados de precisao,high,EISA_II,cutoff_escore_estadiamento,False,"| Definição do grupo | >40 patologias; engloba neuropatias (nervo), miastenias (fenda) e miopatias (músculo) | Slide p.2 (imagem) | CONFIRMADO |"
47ddef41239b1d12,A,capsule:eisa_ii:neoplasia_vesical,capsules/EISA_II/neoplasia_vesical.md,91,conduta,high,EISA_II,cutoff_escore_estadiamento,False,- Inicial: cistoscopia + biópsia transcistoscópica diante de hematúria suspeita em paciente >40 anos tabagista; biópsia positiva → RTU (diagnóstica + terapêutica se superficial); alto grau → RTU + UroTC (sincronismo trato urinário superior).
47ddef41239b1d12,A,capsule:eisa_ii:neoplasia_vesical,capsules/EISA_II/neoplasia_vesical.md,111,cards minimos,high,EISA_II,cutoff_escore_estadiamento,False,| Regra de suspeita clínica em hematúria | >40 anos + tabagista + hematúria/sintoma irritativo = CaB até prova em contrário | dado |
47ddef41239b1d12,A,capsule:eisa_ii:neoplasia_vesical,capsules/EISA_II/neoplasia_vesical.md,125,revisao,high,EISA_II,cutoff_escore_estadiamento,False,"- Revisar quando: antes de qualquer vinheta de hematúria em tabagista >40 anos, ou de decisão de conduta em tumor vesical (RTU, terapia intravesical, cistectomia, derivação urinária)."
47ddef41239b1d12,A,capsule:eisa_ii:obesidade_e_sindrome_metabolica,capsules/EISA_II/obesidade_e_sindrome_metabolica.md,109,cards minimos,medium,EISA_II,cutoff_escore_estadiamento,False,| IMC para cirurgia bariátrica sem comorbidade | >40 | dado |
47ddef41239b1d12,A,capsule:eisca:crescimento_e_desenvolvimento,capsules/EISCA/crescimento_e_desenvolvimento.md,24,conceito operacional minimo,medium,EISCA,cutoff_escore_estadiamento,False,"Crescimento = ganho mensurável de peso/estatura/perímetros, avaliado por curvas OMS em escore Z (não em percentil isolado, embora ambos meçam a mesma posição relativa). Desenvolvimento = aquisição de função (motora, cognitiva, social), avaliado por marcos esperados por idade e por sinais de alarme quando um marco falha. Em pré-termo, o crescimento e o desenvolvimento só devem ser comparados à curva/marco cronológico usando a **idade corrigida** (idade cronológica menos as semanas que faltaram para completar 40 semanas), aplicada até os 2 anos de vida."
47ddef41239b1d12,A,capsule:eism:esquizofrenia_e_transtornos_psicoticos,capsules/EISM/esquizofrenia_e_transtornos_psicoticos.md,47,pivo clinico,high,EISM,cutoff_escore_estadiamento,False,diagnóstico psiquiátrico primário — psicose de início em pessoa >40 anos sem história prévia
