cluster_id,tier,tier_basis,category,occurrence_count,capsule_count,capsule_ids,risk_levels,disciplines,representative_capsule_path,representative_line_no,representative_text,cluster_key_type
2094b2ccfe146880,A,uniform,emergencia_sinal_alarme,8,4,capsule:casos_clinicos:fraqueza_muscular_miastenia_polimiosite ; capsule:eisa_ii:cefaleias_primarias_e_secundarias ; capsule:eisca:convulsao_febril ; capsule:eisca:crescimento_e_desenvolvimento,high ; medium,CASOS_CLINICOS ; EISA_II ; EISCA,capsules/CASOS_CLINICOS/fraqueza_muscular_miastenia_polimiosite.md,32,"Perda de força objetiva ≠ fadiga subjetiva; 6 categorias do DDx (miastenia/Lambert-Eaton → B12 → hidroeletrolítico → miopatias → endocrinopatias → fármacos); miastenia preserva reflexos; CPK/aldolase elevados = lesão muscular; anti-AChR (miastenia), anti-Jo1 (polimiosite/síndrome antissintetase), anti-SRP (miopatia necrosante); biópsia de polimiosite: necrose+fagocitose+infiltrado inflamatório+atrofia perifascicular; EMG miopático: unidades motoras polifásicas de baixa amplitude e curta duração; sinais de alerta (dispneia, sintomas bulbares, incapacidade de levantar a cabeça, perda de deambulação).",num
ad7f30bac369e851,A,mixed,cutoff_escore_estadiamento,8,5,capsule:casos_clinicos:tireoidopatias_hipotireoidismo_nodulo_e_paaf ; capsule:eisa_ii:doencas_paratireoides_hiperparatireoidismo_osteoporose ; capsule:eisa_ii:hipotireoidismo ; capsule:eisa_ii:neoplasia_vesical ; capsule:eisa_ii:tumores_do_sistema_nervoso_central,high ; medium,CASOS_CLINICOS ; EISA_II,capsules/CASOS_CLINICOS/tireoidopatias_hipotireoidismo_nodulo_e_paaf.md,81,"- O que mudaria a decisão: gestação muda a escolha do antitireoidiano (PTU no 1º trimestre) e antecipa o limiar de tratamento do hipotireoidismo (TSH>4 já trata); anti-TPO positivo muda a conduta em TSH limítrofe de gestante (2,5–4) de ""observar"" para ""tratar"".",num
d49910384addec78,A,mixed,cutoff_escore_estadiamento,8,2,capsule:eisa_ii:neuroinfeccoes ; capsule:eisca:assistencia_rn_sala_parto_reanimacao_neonatal,high,EISA_II ; EISCA,capsules/EISA_II/neuroinfeccoes.md,24,"Cada neuroinfecção tem UM dado de contexto que é o pivô etiológico (LCR com eosinofilia → neurocisticercose; CD4<100 → neurotoxoplasmose; contato com fezes de cão/gato ou gestante → toxoplasmose; área endêmica de esquistossomose + queixa medular → neuroesquistossomose; foco ORL/pulmonar/cardíaco + imagem com anel de contraste → abscesso). Reconhecer esse pivô antes de escolher o exame ou o tratamento é a operação central do tema — todas as seis doenças têm corticoide em algum ponto do esquema, o que não deve ser usado para diferenciá-las.",num
3e43ce23722072a5,A,mixed,cutoff_escore_estadiamento,7,1,capsule:eisa_ii:farmacologia_dislipidemias,high,EISA_II,capsules/EISA_II/farmacologia_dislipidemias.md,24,"Escada terapêutica: mudança de estilo de vida → estatina de alta potência na dose máxima tolerada → adicionar ezetimiba → adicionar inibidor de PCSK9 (ou inclisiran) se LDL ainda fora da meta. Hipertrigliceridemia grave (>500 mg/dL) foge dessa escada: fibrato é a droga de escolha, não estatina, porque o risco imediato é pancreatite aguda, não evento aterosclerótico.",num
76dfcc883668ba53,A,uniform,dose_via_intervalo,7,1,capsule:eisa_ii:farmacologia_dislipidemias,high,EISA_II,capsules/EISA_II/farmacologia_dislipidemias.md,24,"Escada terapêutica: mudança de estilo de vida → estatina de alta potência na dose máxima tolerada → adicionar ezetimiba → adicionar inibidor de PCSK9 (ou inclisiran) se LDL ainda fora da meta. Hipertrigliceridemia grave (>500 mg/dL) foge dessa escada: fibrato é a droga de escolha, não estatina, porque o risco imediato é pancreatite aguda, não evento aterosclerótico.",num
a400f3cd91886929,A,uniform,janela_temporal,6,2,capsule:eisa_ii:glomerulopatias_primarias ; capsule:eisca:infeccao_do_trato_urinario_na_infancia,high,EISA_II ; EISCA,capsules/EISA_II/glomerulopatias_primarias.md,32,Síndrome nefrótica x nefrítica; GNRP (crescêntica); AUA; MO/IF/ME; complemento normal x baixo; Berger (IgA); anti-PLA2R; podócito; hialinose; espículas na MBG; crescentes; oligoanúria 48-72h.,num
c04a4e6c1989d417,A,mixed,cutoff_escore_estadiamento,6,5,capsule:eisa_ii:glomerulopatias_secundarias ; capsule:eisa_ii:tumores_renais_e_carcinoma_de_celulas_renais ; capsule:eisca:bronquiolite_viral_aguda ; capsule:eism:depressao ; capsule:eism:eletroconvulsoterapia_ect,high ; medium,EISA_II ; EISCA ; EISM,capsules/EISA_II/glomerulopatias_secundarias.md,54,| Classe VI | Esclerose glomerular avançada (≥90% sem atividade residual) — evolução de classes não tratadas a tempo | Glomerulopatias_Secund p.4 | CONFIRMADO |,num
42daaff41901ab5e,A,uniform,emergencia_sinal_alarme,5,2,capsule:casos_clinicos:abordagem_diarreia_aguda_cronica ; capsule:casos_clinicos:cefaleias_classificacao_sinais_alarme,high,CASOS_CLINICOS,capsules/CASOS_CLINICOS/abordagem_diarreia_aguda_cronica.md,28,"Sinais de alarme (idade de início após 50 anos, sangramento retal/melena, dor noturna ou diarreia que acorda o paciente, dor abdominal progressiva, perda de peso inexplicável/febre, anemia ferropriva, PCR/calprotectina elevadas, história familiar de DII/câncer colorretal) são o que decide investigar organicamente em vez de tratar como funcional — o professor sublinhou explicitamente esse ponto no slide (""Prof: disse que é importante""). Um segundo pivô, menos intuitivo: sorologia negativa (antigliadina, antiendomísio, antitransglutaminase) NÃO exclui doença celíaca — biópsia duodenal (atrofia de vilosidades + hiperplasia de criptas) é quem fecha o diagnóstico quando a suspeita clínica persiste.",num
3dbb616d805f51a4,A,mixed,cutoff_escore_estadiamento,5,5,capsule:eisa_ii:avc_isquemico_investigacao_etiologica_e_prevencao_secundaria ; capsule:eisa_ii:doencas_paratireoides_hiperparatireoidismo_osteoporose ; capsule:eisa_ii:terapia_renal_substitutiva ; capsule:eisca:anemia_ferropriva ; capsule:eisca:tumores_do_sistema_nervoso_central_na_infancia,high,EISA_II ; EISCA,capsules/EISA_II/avc_isquemico_investigacao_etiologica_e_prevencao_secundaria.md,60,"| HAS-BLED — corte de alto risco | Escore ≥3 = alto risco de hemorragia; decisão de anticoagular continua individualizada, não é veto automático | Slide p.15; B p.3 | CONFIRMADO (2 fontes) |",num
32612cc8eacf88c6,A,mixed,cutoff_escore_estadiamento,5,3,capsule:eisa_ii:diabetes_mellitus_conceito_classificacao_diagnostico ; capsule:eisa_ii:neuroinfeccoes ; capsule:eisca:hemoglobinopatias_talassemias_doenca_falciforme,high,EISA_II ; EISCA,capsules/EISA_II/diabetes_mellitus_conceito_classificacao_diagnostico.md,105,| Glicemia ao acaso ≥200 sem sintomas: fecha diagnóstico? | Não — precisa repetir/confirmar com outro critério | pegadinha |,num
ba600317cbc8bc00,A,uniform,dose_via_intervalo,5,2,capsule:eisa_ii:hiperplasia_prostatica_benigna_clinica_e_tratamento ; capsule:osce:osce_urologia,high,EISA_II ; OSCE,capsules/EISA_II/hiperplasia_prostatica_benigna_clinica_e_tratamento.md,111,| Corte de próstata para terapia combinada precoce | >40g | dado |,num
3b21ba4f24100fea,A,uniform,dose_via_intervalo,5,2,capsule:eisa_ii:infeccoes_sexualmente_transmissiveis ; capsule:eisa_ii:neuroftalmologia,high,EISA_II,capsules/EISA_II/infeccoes_sexualmente_transmissiveis.md,28,"(1) Úlcera peniana persistente (>4–6 semanas) nunca fecha donovanose de cara — as duas únicas doenças que se apresentam como úlcera persistente são donovanose e carcinoma de pênis; biopsiar é obrigatório antes de rotular. (2) Uretrite (qualquer uma) sempre trata as duas isoformas juntas no mesmo esquema (Ceftriaxona 1g IM + Azitromicina 1g VO, dose única) — não é ciprofloxacino como primeira linha e ceftriaxona como resgate; esse protocolo antigo aparece em resumo de aluno e está desatualizado frente ao slide do professor. (3) Dor testicular aguda sempre faz USG Doppler antes de tratar como orquiepididimite, para excluir torção — mesmo com pródromo de disúria sugerindo infecção.",num
a3e4ecdd7ce4e8ba,A,mixed,cutoff_escore_estadiamento,5,5,capsule:eisa_ii:infeccoes_sexualmente_transmissiveis ; capsule:eisca:assistencia_rn_sala_parto_reanimacao_neonatal ; capsule:eisca:otite_media_aguda_e_rinossinusite_na_infancia ; capsule:eisca:semiologia_e_classificacao_do_recem_nascido ; capsule:osce:osce_nefrologia,high ; medium,EISA_II ; EISCA ; OSCE,capsules/EISA_II/infeccoes_sexualmente_transmissiveis.md,61,"| Donovanose x carcinoma de pênis | Úlcera peniana persistente >4–6 semanas: biopsiar sempre antes de rotular donovanose, para excluir carcinoma epidermoide | IST_ATUALIZADA p.34 (""por que biopsiar?"") | CONFIRMADO |",num
cbcec5cd53e012ae,A,mixed,cutoff_escore_estadiamento,5,1,capsule:eisca:asma_em_pediatria,high,EISCA,capsules/EISCA/asma_em_pediatria.md,36,fala/consciência · esforço · SpO2 · SABA · pMDI + espaçador · O2 ≥94% ·,num
1a626607235dba02,A,mixed,cutoff_escore_estadiamento,4,4,capsule:casos_clinicos:tireoidopatias_hipotireoidismo_nodulo_e_paaf ; capsule:eisa_ii:avc_isquemico_investigacao_etiologica_e_prevencao_secundaria ; capsule:eisa_ii:glomerulopatias_secundarias ; capsule:eisa_ii:has_nefrogena_renovascular,high ; medium,CASOS_CLINICOS ; EISA_II,capsules/CASOS_CLINICOS/tireoidopatias_hipotireoidismo_nodulo_e_paaf.md,32,"TSH alto + T4L baixo = hipotireoidismo primário; TSH baixo + T4L/T3 altos = hipertireoidismo; hipotireoidismo subclínico (TSH alto, T4L normal — repetir em 3 meses antes de tratar, salvo gestante/sintomático/anti-TPO+); PAAF indicada se ≥1cm OU microcalcificação OU vascularização central (Chammas IV/V) OU crescimento ≥50% do volume em 1 ano; Chammas I-V (padrão de vascularização); Bethesda I-VI (resultado citológico).",num
daaf5b2fce08f617,A,uniform,janela_temporal,4,1,capsule:eisa_ii:avc_isquemico_urgencia_trombolise_e_trombectomia,high,EISA_II,capsules/EISA_II/avc_isquemico_urgencia_trombolise_e_trombectomia.md,53,"- Alteplase **ou tenecteplase** podem ser usadas em pacientes elegíveis dentro de 4,5 h, conforme protocolo.",num
55544afea3f21257,A,uniform,contraindicacao_interacao,4,3,capsule:eisa_ii:cancer_de_prostata ; capsule:eisa_ii:demencias ; capsule:eisca:convulsao_febril,high ; medium,EISA_II ; EISCA,capsules/EISA_II/cancer_de_prostata.md,67,"| Flare tumoral | Antiandrogênico periférico deve ser feito 2-3 semanas antes e mantido 2-3 semanas após início do agonista de LHRH, para evitar hiperestimulação inicial | NEOPLASIA_DE_PROSTATA p.12; ANOTAC_O_ES_ca_ncer_de_pro_stata p.9 | CONFIRMADO |",num
fa4d548a40f01ea3,A,uniform,dose_via_intervalo,4,2,capsule:eisa_ii:diagnostico_sindromico_em_nefrologia ; capsule:osce:osce_nefrologia,high ; medium,EISA_II ; OSCE,capsules/EISA_II/diagnostico_sindromico_em_nefrologia.md,28,"Nefrítica x nefrótica é o par mais cobrado: nefrítica = hematúria dismórfica/cilindros hemáticos + edema + HAS + proteinúria **discreta** (moderada retenção nitrogenada); nefrótica = proteinúria **maciça** (>3,5g/24h) + hipoalbuminemia + edema intenso + hiperlipidemia, **sem** HAS nem retenção nitrogenada típicas. Trocar a direção desse par (achar que nefrótica tem HAS ""obrigatória"" ou que nefrítica tem proteinúria maciça) é o erro mais previsível do tema.",num
a7539c7f28c6c465,A,uniform,sequencia_terapeutica,4,1,capsule:eisa_ii:farmacologia_dislipidemias,high,EISA_II,capsules/EISA_II/farmacologia_dislipidemias.md,24,"Escada terapêutica: mudança de estilo de vida → estatina de alta potência na dose máxima tolerada → adicionar ezetimiba → adicionar inibidor de PCSK9 (ou inclisiran) se LDL ainda fora da meta. Hipertrigliceridemia grave (>500 mg/dL) foge dessa escada: fibrato é a droga de escolha, não estatina, porque o risco imediato é pancreatite aguda, não evento aterosclerótico.",num
b58bb3a7c52eb639,A,uniform,janela_temporal,4,2,capsule:eisa_ii:hipotireoidismo ; capsule:eisca:obesidade_na_infancia_e_adolescencia,high ; medium,EISA_II ; EISCA,capsules/EISA_II/hipotireoidismo.md,95,"- Inicial: confirmar o par TSH + T4 livre (não TSH isolado); se suspeita de central, não pedir RM antes de ter os dois valores compatíveis. - Definitiva: levotiroxina (T4) em dose única diária, em jejum, 30-60 min antes do desjejum; dose por idade/comorbidade (ver tabela); nunca associar T3.",num
174082af4f5b8f32,A,uniform,janela_temporal,4,2,capsule:eisa_ii:infeccoes_sexualmente_transmissiveis ; capsule:eisa_ii:neuroftalmologia,high,EISA_II,capsules/EISA_II/infeccoes_sexualmente_transmissiveis.md,28,"(1) Úlcera peniana persistente (>4–6 semanas) nunca fecha donovanose de cara — as duas únicas doenças que se apresentam como úlcera persistente são donovanose e carcinoma de pênis; biopsiar é obrigatório antes de rotular. (2) Uretrite (qualquer uma) sempre trata as duas isoformas juntas no mesmo esquema (Ceftriaxona 1g IM + Azitromicina 1g VO, dose única) — não é ciprofloxacino como primeira linha e ceftriaxona como resgate; esse protocolo antigo aparece em resumo de aluno e está desatualizado frente ao slide do professor. (3) Dor testicular aguda sempre faz USG Doppler antes de tratar como orquiepididimite, para excluir torção — mesmo com pródromo de disúria sugerindo infecção.",num
b05b4521c1f8a1d6,A,uniform,dose_via_intervalo,4,1,capsule:eisca:convulsao_febril,high,EISCA,capsules/EISCA/convulsao_febril.md,60,"| Diazepam (crise aguda) | 0,3 mg/kg IV (não diluir) ou 0,5 mg/kg via retal/sublingual | p.5 | CONFIRMADO |",num
28a93e0717e1fd21,A,uniform,janela_temporal,4,2,capsule:eisca:infeccao_do_trato_urinario_na_infancia ; capsule:eisca:meningites_na_crianca,high,EISCA,capsules/EISCA/infeccao_do_trato_urinario_na_infancia.md,102,"- Condição da conduta: sem melhora clínica em 48h, reavaliar anormalidades do trato urinário (investigar obstrução/malformação, não apenas trocar antibiótico).",num
3f452d656256ad60,A,mixed,cutoff_escore_estadiamento,4,1,capsule:eisca:tumores_do_sistema_nervoso_central_na_infancia,high,EISCA,capsules/EISCA/tumores_do_sistema_nervoso_central_na_infancia.md,74,"| Meduloblastoma — risco padrão | >3 anos + cirurgia com tumor residual ≤1,5 cm + LCR com citologia oncótica negativa + ausência de metástases | p.8 | CONFIRMADO |",num
7b3151ec64422185,A,uniform,janela_temporal,3,3,capsule:casos_clinicos:cefaleias_classificacao_sinais_alarme ; capsule:casos_clinicos:hemorragia_subaracnoide_hipertensao_intracraniana ; capsule:eisa_ii:patologias_penianas_e_escrotais,high,CASOS_CLINICOS ; EISA_II,capsules/CASOS_CLINICOS/cefaleias_classificacao_sinais_alarme.md,104,"| Rigidez de nuca na HSA aparece | 12-24h após o início (irritação química), mais precoce que meningite | pegadinha |",num
2aa0d2e0670a1a08,A,uniform,janela_temporal,3,1,capsule:casos_clinicos:sindrome_do_intestino_irritavel,low,CASOS_CLINICOS,capsules/CASOS_CLINICOS/sindrome_do_intestino_irritavel.md,24,"SII é diagnóstico funcional: dor abdominal crônica e recorrente com alteração do hábito intestinal, sem base orgânica identificável. O perfil clássico é mulher, com fatores de estresse associados, entre 30-50 anos. Um discriminador prático citado na fonte é que a dor de SII não acorda o paciente à noite — sintoma noturno que desperta o sono é sinal de alarme para causa orgânica (a mesma lógica de ""diarreia noturna sugere doença orgânica"" vista em diarreia crônica geral) e deve afastar SII como hipótese principal.",num
8760be104c3b099e,A,uniform,janela_temporal,3,2,capsule:eisa_ii:avc_hemorragico ; capsule:eisca:faringoamigdalite_estreptococica_escarlatina,high,EISA_II ; EISCA,capsules/EISA_II/avc_hemorragico.md,63,| Janela temporal do vasoespasmo pós-HSA | Início 3º-4º dia; pico 7º-10º dia; pode persistir até 21 dias | 3 fontes | CONFIRMADO |,num
64cbe463eac0b2f9,A,uniform,dose_via_intervalo,3,2,capsule:eisa_ii:cancer_de_prostata ; capsule:eism:antidepressivos,high ; medium,EISA_II ; EISM,capsules/EISA_II/cancer_de_prostata.md,24,"Câncer de próstata é hormônio-dependente, majoritariamente assintomático até doença avançada (incide na zona periférica, não comprime a uretra como a HPB). Diagnóstico = PSA + toque retal → biópsia guiada por USG transretal (12 fragmentos, sextante) se qualquer um estiver alterado. O PSA só é interpretável dentro do contexto que o valida: idade do paciente muda o corte de biópsia, e ITU/instrumentação recente falseiam o valor. No tratamento metastático, a sequência é sempre castração (cirúrgica ou química) → se falhar, bloqueio adrenal (abiraterona) → se falhar, quimioterapia — nunca pular etapa.",num
06d10fce5beb81f8,A,uniform,janela_temporal,3,2,capsule:eisa_ii:cancer_de_testiculo ; capsule:eism:abstinencia_alcoolica_delirium_tremens_wernicke,high,EISA_II ; EISM,capsules/EISA_II/cancer_de_testiculo.md,32,Criptorquidia; orquiectomia radical (via inguinal); violação escrotal (7x recidiva); BHCG (meia-vida 24-36h); AFP (meia-vida 5-7 dias); BEP (bleomicina+etoposídeo+cisplatina); VeIP (resgate); S0-S3; criopreservação seminal.,num
1ea1b302c292af7b,A,mixed,cutoff_escore_estadiamento,3,2,capsule:eisa_ii:cefaleias_primarias_e_secundarias ; capsule:eisa_ii:traumatismo_cranioencefalico,high,EISA_II,capsules/EISA_II/cefaleias_primarias_e_secundarias.md,58,"| Cefaleia thunderclap — definição | Intensidade máxima em <1 minuto; ""pior cefaleia da vida""; emergência médica | Slide p.14-15 | CONFIRMADO |",num
8bc2030a07906a2d,A,uniform,janela_temporal,3,2,capsule:eisa_ii:cefaleias_primarias_e_secundarias ; capsule:eisca:obesidade_na_infancia_e_adolescencia,high ; medium,EISA_II ; EISCA,capsules/EISA_II/cefaleias_primarias_e_secundarias.md,61,| RCVS — pista clínica | Thunderclap recorrente: 2-10 episódios em 1-2 semanas | Slide p.19 (conferida em imagem) | CONFIRMADO |,num
7eae2a3e80a3c494,A,uniform,dose_via_intervalo,3,2,capsule:eisa_ii:como_e_quando_encaminhar_para_o_nefrologista ; capsule:eisa_ii:manejo_clinico_ambulatorial_do_dm,medium,EISA_II,capsules/EISA_II/como_e_quando_encaminhar_para_o_nefrologista.md,28,"O limiar de **TFG <30 mL/min/1,73m² (estágio 4–5)** se repete como critério de encaminhamento em DM e DRC — é o corte mais decorável e mais cobrável do tema. O segundo pivô é a **distinção Nefrologia x Urologia** dentro do mesmo achado (cisto simples x cisto com característica de malignidade; litíase pequena recorrente x cálculo grande/sintomático/impactado).",num
cd202e547e70746b,A,uniform,dose_via_intervalo,3,3,capsule:eisa_ii:diabetes_complicacoes_agudas_cronicas ; capsule:eisa_ii:farmacoterapia_diabetes_ii_secretagogos ; capsule:eisa_ii:hiperplasia_adrenal_congenita,high,EISA_II,capsules/EISA_II/diabetes_complicacoes_agudas_cronicas.md,24,"CAD (típica de DM1, jovem) e EHH (típica de DM2, idoso) são dois polos do mesmo espectro de descompensação hiperglicêmica: CAD = deficiência **absoluta** de insulina → cetogênese e acidose, instalação em **horas** (até 24h); EHH = deficiência **relativa** de insulina (insulina suficiente para frear a lipólise, insuficiente para captar glicose) → sem cetose relevante, hiperosmolaridade extrema, instalação em **dias a semanas**, maior alteração do sensório e maior mortalidade. Hipoglicemia é iatrogênica (insulina/sulfonilureia) na maioria dos casos e tratada por via oral se consciente, IV se rebaixamento do sensório.",num
